image_id,category_id,score,bbox_xyxy,bbox_xywh,is_tp,matched_gt_index,best_same_iou,best_any_iou,best_any_class,error_type,file_name,predicted_class,best_any_class_name
54,1,0.4553019106388092,"[280.9534606933594, 345.50787353515625, 368.986572265625, 362.3351135253906]","[280.9534606933594, 345.50787353515625, 88.03311157226562, 16.827239990234375]",False,,0.0,0.0,0,background_or_unlabeled,Japan_000930.jpg,D10,D00
97,1,0.4551556706428528,"[314.1057434082031, 346.8742980957031, 405.04656982421875, 368.7327880859375]","[314.1057434082031, 346.8742980957031, 90.94082641601562, 21.858489990234375]",False,,0.0,0.0,2,background_or_unlabeled,Japan_001772.jpg,D10,D20
585,0,0.4551151692867279,"[332.9090270996094, 170.00677490234375, 503.9566345214844, 474.22576904296875]","[332.9090270996094, 170.00677490234375, 171.047607421875, 304.218994140625]",False,,0.2203958806843963,0.3811546655712075,2,localization,Japan_009897.jpg,D00,D20
33,2,0.45497387647628784,"[464.4410400390625, 416.78179931640625, 599.1482543945312, 511.4140625]","[464.4410400390625, 416.78179931640625, 134.70721435546875, 94.63226318359375]",False,,0.4215618751739154,0.4215618751739154,2,localization,Japan_000580.jpg,D20,D20
514,0,0.45470643043518066,"[331.2198486328125, 356.91290283203125, 393.131103515625, 502.3624267578125]","[331.2198486328125, 356.91290283203125, 61.9112548828125, 145.44952392578125]",False,,0.0,0.6094297376663864,2,class_confusion,Japan_008371.jpg,D00,D20
176,1,0.4546473026275635,"[1.111663818359375, 564.8810424804688, 73.96839141845703, 588.0505981445312]","[1.111663818359375, 564.8810424804688, 72.85672760009766, 23.1695556640625]",False,,0.0,0.0,2,background_or_unlabeled,Japan_002984.jpg,D10,D20
567,1,0.45421314239501953,"[18.099260330200195, 552.91162109375, 109.71781921386719, 571.4302368164062]","[18.099260330200195, 552.91162109375, 91.61855888366699, 18.51861572265625]",False,,0.0,0.0,0,background_or_unlabeled,Japan_009478.jpg,D10,D00
496,3,0.4534139633178711,"[302.46063232421875, 364.68035888671875, 582.4320068359375, 595.8433837890625]","[302.46063232421875, 364.68035888671875, 279.97137451171875, 231.16302490234375]",False,,0.05757193843088837,0.05757193843088837,3,background_or_unlabeled,Japan_007959.jpg,D40,D40
346,2,0.4531933069229126,"[306.29840087890625, 450.9906311035156, 378.9685363769531, 485.91070556640625]","[306.29840087890625, 450.9906311035156, 72.67013549804688, 34.920074462890625]",False,,0.0,0.5120687680628953,1,class_confusion,Japan_005572.jpg,D20,D10
458,2,0.4527945816516876,"[309.7646789550781, 469.588623046875, 354.456787109375, 546.1740112304688]","[309.7646789550781, 469.588623046875, 44.692108154296875, 76.58538818359375]",False,,0.0,0.8215586210402954,0,class_confusion,Japan_007341.jpg,D20,D00
440,1,0.4525914192199707,"[42.93995666503906, 357.7910461425781, 270.4823913574219, 391.1108093261719]","[42.93995666503906, 357.7910461425781, 227.5424346923828, 33.31976318359375]",False,,0.45174803179744755,0.45174803179744755,1,localization,Japan_007120.jpg,D10,D10
208,0,0.45128217339515686,"[158.3974609375, 422.7005615234375, 216.0198974609375, 520.0577392578125]","[158.3974609375, 422.7005615234375, 57.6224365234375, 97.357177734375]",False,,0.0,0.12294275497289968,2,localization,Japan_003582.jpg,D00,D20
276,2,0.4509727954864502,"[1.3266921043395996, 409.36883544921875, 215.2091827392578, 597.9903564453125]","[1.3266921043395996, 409.36883544921875, 213.8824906349182, 188.62152099609375]",False,,0.6230554547952286,0.6230554547952286,2,duplicate,Japan_004418.jpg,D20,D20
336,1,0.4508422017097473,"[375.5462341308594, 409.3672790527344, 435.0145263671875, 422.7514953613281]","[375.5462341308594, 409.3672790527344, 59.468292236328125, 13.38421630859375]",False,,0.0,0.0,0,background_or_unlabeled,Japan_005439.jpg,D10,D00
329,2,0.4501146376132965,"[197.108154296875, 359.5298156738281, 441.4798583984375, 575.5130004882812]","[197.108154296875, 359.5298156738281, 244.3717041015625, 215.98318481445312]",False,,0.4564180121963907,0.4564180121963907,2,localization,Japan_005381.jpg,D20,D20
648,0,0.45009279251098633,"[65.70614624023438, 427.8640441894531, 237.6094207763672, 549.1898803710938]","[65.70614624023438, 427.8640441894531, 171.9032745361328, 121.32583618164062]",False,,0.5572363892746761,0.5572363892746761,0,duplicate,Japan_010967.jpg,D00,D00
539,0,0.44995638728141785,"[452.3991394042969, 539.2321166992188, 575.2203369140625, 595.6787109375]","[452.3991394042969, 539.2321166992188, 122.82119750976562, 56.44659423828125]",False,,0.0,0.0,2,background_or_unlabeled,Japan_008933.jpg,D00,D20
652,1,0.44980567693710327,"[456.90771484375, 530.6727294921875, 591.7610473632812, 554.6224975585938]","[456.90771484375, 530.6727294921875, 134.85333251953125, 23.94976806640625]",False,,0.4873538972478213,0.4873538972478213,1,localization,Japan_011026.jpg,D10,D10
252,1,0.44945111870765686,"[389.20184326171875, 472.5745544433594, 446.953369140625, 486.38214111328125]","[389.20184326171875, 472.5745544433594, 57.75152587890625, 13.807586669921875]",False,,0.0,0.0,2,background_or_unlabeled,Japan_004139.jpg,D10,D20
45,0,0.4491545557975769,"[185.05511474609375, 427.0645446777344, 229.27333068847656, 548.0230102539062]","[185.05511474609375, 427.0645446777344, 44.21821594238281, 120.95846557617188]",False,,0.3501288001378925,0.3501288001378925,0,localization,Japan_000738.jpg,D00,D00
577,1,0.4486806094646454,"[168.22679138183594, 516.7489624023438, 235.61404418945312, 535.650146484375]","[168.22679138183594, 516.7489624023438, 67.38725280761719, 18.90118408203125]",False,,0.0,0.01641296237589735,2,background_or_unlabeled,Japan_009658.jpg,D10,D20
481,0,0.44862881302833557,"[355.0204162597656, 125.66773223876953, 431.81011962890625, 172.6770782470703]","[355.0204162597656, 125.66773223876953, 76.78970336914062, 47.00934600830078]",False,,0.0,0.0,1,background_or_unlabeled,Japan_007702.jpg,D00,D10
336,2,0.44848698377609253,"[305.0306091308594, 312.87432861328125, 372.9620361328125, 366.0605163574219]","[305.0306091308594, 312.87432861328125, 67.93142700195312, 53.186187744140625]",False,,0.0,0.0,0,background_or_unlabeled,Japan_005439.jpg,D20,D00
23,0,0.4483720660209656,"[314.1766662597656, 436.0712585449219, 418.20159912109375, 574.432373046875]","[314.1766662597656, 436.0712585449219, 104.02493286132812, 138.36111450195312]",False,,0.0,0.0,0,background_or_unlabeled,Japan_000365.jpg,D00,D00
655,0,0.44830217957496643,"[202.0965576171875, 290.55279541015625, 241.20968627929688, 589.359619140625]","[202.0965576171875, 290.55279541015625, 39.113128662109375, 298.80682373046875]",False,,0.7551228905970139,0.7551228905970139,0,duplicate,Japan_011062.jpg,D00,D00
151,2,0.44790515303611755,"[141.2688446044922, 449.79229736328125, 375.1083679199219, 502.3176574707031]","[141.2688446044922, 449.79229736328125, 233.8395233154297, 52.525360107421875]",False,,0.0,0.39226525318040917,1,localization,Japan_002711.jpg,D20,D10
359,1,0.44762954115867615,"[244.08885192871094, 567.3787841796875, 589.2593994140625, 599.7608032226562]","[244.08885192871094, 567.3787841796875, 345.17054748535156, 32.38201904296875]",False,,0.2717631242765882,0.2717631242765882,1,localization,Japan_005762.jpg,D10,D10
434,2,0.4475283920764923,"[391.402587890625, 402.8543395996094, 482.7022705078125, 453.90728759765625]","[391.402587890625, 402.8543395996094, 91.2996826171875, 51.052947998046875]",False,,0.0,0.061716524732800336,1,background_or_unlabeled,Japan_007056.jpg,D20,D10
252,1,0.44732820987701416,"[129.929931640625, 439.94830322265625, 237.2052001953125, 459.1702880859375]","[129.929931640625, 439.94830322265625, 107.2752685546875, 19.22198486328125]",False,,0.0,0.0,2,background_or_unlabeled,Japan_004139.jpg,D10,D20
507,3,0.44716349244117737,"[411.8353271484375, 458.8780517578125, 451.9391174316406, 487.70928955078125]","[411.8353271484375, 458.8780517578125, 40.103790283203125, 28.83123779296875]",False,,0.0,0.01609647391210573,2,background_or_unlabeled,Japan_008224.jpg,D40,D20
774,3,0.4470430016517639,"[167.49794006347656, 427.885009765625, 244.1319122314453, 457.0381164550781]","[167.49794006347656, 427.885009765625, 76.63397216796875, 29.153106689453125]",False,,0.0,0.02771199601647547,1,background_or_unlabeled,Japan_012807.jpg,D40,D10
258,2,0.44691649079322815,"[318.354248046875, 461.45623779296875, 579.4680786132812, 597.0192260742188]","[318.354248046875, 461.45623779296875, 261.11383056640625, 135.56298828125]",False,,0.17971026116141275,0.17971026116141275,2,localization,Japan_004196.jpg,D20,D20
258,3,0.4467838406562805,"[233.26303100585938, 377.9806823730469, 319.4800720214844, 454.8141784667969]","[233.26303100585938, 377.9806823730469, 86.217041015625, 76.83349609375]",False,,0.0,0.0,2,background_or_unlabeled,Japan_004196.jpg,D40,D20
298,2,0.44618865847587585,"[264.8243408203125, 357.04144287109375, 390.1948547363281, 586.4072265625]","[264.8243408203125, 357.04144287109375, 125.37051391601562, 229.36578369140625]",False,,0.49943557274422595,0.49943557274422595,2,localization,Japan_004774.jpg,D20,D20
448,0,0.4461394250392914,"[505.0806884765625, 367.0330810546875, 598.7059326171875, 510.5741882324219]","[505.0806884765625, 367.0330810546875, 93.625244140625, 143.54110717773438]",False,,0.0,0.0,2,background_or_unlabeled,Japan_007228.jpg,D00,D20
326,1,0.4461272954940796,"[176.56802368164062, 289.5686340332031, 272.94903564453125, 316.03668212890625]","[176.56802368164062, 289.5686340332031, 96.38101196289062, 26.468048095703125]",False,,0.0,0.0,0,background_or_unlabeled,Japan_005315.jpg,D10,D00
451,2,0.4456924796104431,"[359.4719543457031, 400.824951171875, 418.6612243652344, 463.59637451171875]","[359.4719543457031, 400.824951171875, 59.18927001953125, 62.77142333984375]",False,,0.06399533202368507,0.06399533202368507,2,background_or_unlabeled,Japan_007267.jpg,D20,D20
226,2,0.4453134536743164,"[278.7847900390625, 468.5368957519531, 455.1822509765625, 597.6839599609375]","[278.7847900390625, 468.5368957519531, 176.3974609375, 129.14706420898438]",False,,0.23005919183548973,0.23005919183548973,2,localization,Japan_003814.jpg,D20,D20
14,1,0.4451765716075897,"[449.3101501464844, 536.00146484375, 528.5357055664062, 561.0660400390625]","[449.3101501464844, 536.00146484375, 79.22555541992188, 25.0645751953125]",False,,0.0,0.0,1,background_or_unlabeled,Japan_000213.jpg,D10,D10
169,0,0.4451560080051422,"[454.7085266113281, 424.14044189453125, 591.651123046875, 541.8981323242188]","[454.7085266113281, 424.14044189453125, 136.94259643554688, 117.7576904296875]",False,,0.0,0.0,2,background_or_unlabeled,Japan_002926.jpg,D00,D20
139,1,0.4447234272956848,"[120.468505859375, 366.0788879394531, 282.09417724609375, 388.35382080078125]","[120.468505859375, 366.0788879394531, 161.62567138671875, 22.274932861328125]",False,,0.0,0.0,0,background_or_unlabeled,Japan_002467.jpg,D10,D00
117,3,0.4446307420730591,"[329.99359130859375, 480.7910461425781, 451.8638000488281, 538.15234375]","[329.99359130859375, 480.7910461425781, 121.87020874023438, 57.361297607421875]",False,,0.25276679821085074,0.25276679821085074,3,localization,Japan_002153.jpg,D40,D40
353,3,0.4446293115615845,"[190.35101318359375, 374.45892333984375, 418.9964599609375, 726.4974975585938]","[190.35101318359375, 374.45892333984375, 228.64544677734375, 352.03857421875]",False,,0.47743865033680916,0.47743865033680916,3,localization,Japan_005683.jpg,D40,D40
6,0,0.44434264302253723,"[382.01416015625, 500.84796142578125, 530.7194213867188, 568.1536865234375]","[382.01416015625, 500.84796142578125, 148.70526123046875, 67.30572509765625]",False,,0.31572240078543135,0.31572240078543135,0,localization,Japan_000072.jpg,D00,D00
330,1,0.44414955377578735,"[215.5255126953125, 383.8050842285156, 490.8684387207031, 411.22369384765625]","[215.5255126953125, 383.8050842285156, 275.3429260253906, 27.418609619140625]",False,,0.269387673312403,0.269387673312403,1,localization,Japan_005382.jpg,D10,D10
523,2,0.44395241141319275,"[122.8515396118164, 338.8305969238281, 430.22613525390625, 491.529541015625]","[122.8515396118164, 338.8305969238281, 307.37459564208984, 152.69894409179688]",False,,0.4618509689611569,0.4618509689611569,2,localization,Japan_008510.jpg,D20,D20
739,2,0.4437572658061981,"[182.90093994140625, 209.0794219970703, 403.68743896484375, 444.35833740234375]","[182.90093994140625, 209.0794219970703, 220.7864990234375, 235.27891540527344]",False,,0.3274110894798284,0.3274110894798284,2,localization,Japan_012165.jpg,D20,D20
494,2,0.44348999857902527,"[130.45394897460938, 294.0413513183594, 337.605712890625, 598.2400512695312]","[130.45394897460938, 294.0413513183594, 207.15176391601562, 304.1986999511719]",False,,0.42754270311639636,0.42754270311639636,2,localization,Japan_007944.jpg,D20,D20
149,0,0.44326484203338623,"[220.04510498046875, 310.30926513671875, 253.8520965576172, 401.5235290527344]","[220.04510498046875, 310.30926513671875, 33.80699157714844, 91.21426391601562]",False,,0.1690052272996201,0.1690052272996201,0,localization,Japan_002685.jpg,D00,D00
669,2,0.4428337514400482,"[95.64002990722656, 463.2524108886719, 213.6250762939453, 576.8655395507812]","[95.64002990722656, 463.2524108886719, 117.98504638671875, 113.61312866210938]",False,,0.0,0.0,0,background_or_unlabeled,Japan_011210.jpg,D20,D00
726,2,0.44279444217681885,"[220.0777130126953, 430.9322204589844, 416.81072998046875, 597.9195556640625]","[220.0777130126953, 430.9322204589844, 196.73301696777344, 166.98733520507812]",False,,0.4335913077188405,0.4335913077188405,2,localization,Japan_011973.jpg,D20,D20
22,1,0.44249528646469116,"[225.23768615722656, 361.9146728515625, 420.4556579589844, 400.8387451171875]","[225.23768615722656, 361.9146728515625, 195.2179718017578, 38.924072265625]",False,,0.34547299122347647,0.34547299122347647,1,localization,Japan_000354.jpg,D10,D10
543,0,0.4424094557762146,"[300.3172912597656, 397.3120422363281, 333.6366271972656, 455.7214660644531]","[300.3172912597656, 397.3120422363281, 33.3193359375, 58.409423828125]",False,,0.4617748171771493,0.4617748171771493,0,localization,Japan_009039.jpg,D00,D00
23,2,0.44232529401779175,"[314.1766662597656, 436.0712585449219, 418.20159912109375, 574.432373046875]","[314.1766662597656, 436.0712585449219, 104.02493286132812, 138.36111450195312]",False,,0.0,0.0,0,background_or_unlabeled,Japan_000365.jpg,D20,D00
214,3,0.44173771142959595,"[125.18202209472656, 472.2379455566406, 167.08746337890625, 497.9284973144531]","[125.18202209472656, 472.2379455566406, 41.90544128417969, 25.6905517578125]",False,,0.0,0.00014498233920210598,1,background_or_unlabeled,Japan_003637.jpg,D40,D10
596,1,0.44162124395370483,"[488.0028991699219, 385.27056884765625, 597.1851196289062, 412.3999328613281]","[488.0028991699219, 385.27056884765625, 109.18222045898438, 27.129364013671875]",False,,0.0,0.0,0,background_or_unlabeled,Japan_010133.jpg,D10,D00
512,2,0.4412800371646881,"[106.40213012695312, 426.4487609863281, 234.6490478515625, 572.1809692382812]","[106.40213012695312, 426.4487609863281, 128.24691772460938, 145.73220825195312]",False,,0.22786287939531574,0.22786287939531574,2,localization,Japan_008351.jpg,D20,D20
195,0,0.44020089507102966,"[331.64691162109375, 358.92181396484375, 425.05816650390625, 429.0369567871094]","[331.64691162109375, 358.92181396484375, 93.4112548828125, 70.11514282226562]",False,,0.0,0.029993112112947768,2,background_or_unlabeled,Japan_003377.jpg,D00,D20
613,1,0.44002941250801086,"[238.78598022460938, 388.4840087890625, 312.97015380859375, 411.89459228515625]","[238.78598022460938, 388.4840087890625, 74.18417358398438, 23.41058349609375]",False,,0.0,0.8920080696995766,0,class_confusion,Japan_010415.jpg,D10,D00
334,1,0.439966082572937,"[2.8437674045562744, 419.2051696777344, 107.64910125732422, 441.1816101074219]","[2.8437674045562744, 419.2051696777344, 104.80533385276794, 21.9764404296875]",False,,0.0,0.05215799535345524,2,background_or_unlabeled,Japan_005428.jpg,D10,D20
702,3,0.4393225610256195,"[417.7810974121094, 431.9393005371094, 442.8769226074219, 453.90093994140625]","[417.7810974121094, 431.9393005371094, 25.0958251953125, 21.961639404296875]",False,,0.0,0.010411150090534612,2,background_or_unlabeled,Japan_011660.jpg,D40,D20
337,3,0.43886858224868774,"[370.9770812988281, 384.10455322265625, 403.3359680175781, 402.40582275390625]","[370.9770812988281, 384.10455322265625, 32.35888671875, 18.30126953125]",False,,0.0,0.005237957452800078,2,background_or_unlabeled,Japan_005451.jpg,D40,D20
780,3,0.43884333968162537,"[39.00981521606445, 436.68536376953125, 92.6678237915039, 470.1325988769531]","[39.00981521606445, 436.68536376953125, 53.65800857543945, 33.447235107421875]",False,,0.0,0.013621275582649877,2,background_or_unlabeled,Japan_012991.jpg,D40,D20
456,2,0.4383562505245209,"[87.96504974365234, 115.21074676513672, 488.7250671386719, 470.0621337890625]","[87.96504974365234, 115.21074676513672, 400.76001739501953, 354.8513870239258]",False,,0.7371578767862245,0.7371578767862245,2,duplicate,Japan_007310.jpg,D20,D20
651,0,0.43785151839256287,"[366.9131774902344, 417.47119140625, 388.1567077636719, 450.58404541015625]","[366.9131774902344, 417.47119140625, 21.2435302734375, 33.11285400390625]",False,,0.47273784709132965,0.47273784709132965,0,localization,Japan_011010.jpg,D00,D00
96,1,0.43762102723121643,"[357.87542724609375, 326.3819885253906, 429.03643798828125, 339.98907470703125]","[357.87542724609375, 326.3819885253906, 71.1610107421875, 13.607086181640625]",False,,0.0,0.0,1,background_or_unlabeled,Japan_001770.jpg,D10,D10
269,2,0.4375295639038086,"[297.7991943359375, 369.84466552734375, 596.8499755859375, 598.9769897460938]","[297.7991943359375, 369.84466552734375, 299.05078125, 229.13232421875]",False,,0.9152464448635873,0.9152464448635873,2,duplicate,Japan_004304.jpg,D20,D20
719,0,0.4374515116214752,"[358.5597839355469, 452.0877685546875, 378.927978515625, 495.7886047363281]","[358.5597839355469, 452.0877685546875, 20.368194580078125, 43.700836181640625]",False,,0.1705186081723706,0.1705186081723706,0,localization,Japan_011876.jpg,D00,D00
37,0,0.4373779296875,"[178.88656616210938, 335.3826599121094, 273.945068359375, 402.0172424316406]","[178.88656616210938, 335.3826599121094, 95.05850219726562, 66.63458251953125]",False,,0.0,0.0,0,background_or_unlabeled,Japan_000649.jpg,D00,D00
637,0,0.4366092383861542,"[248.30496215820312, 405.149169921875, 289.21673583984375, 466.89263916015625]","[248.30496215820312, 405.149169921875, 40.911773681640625, 61.74346923828125]",False,,0.29093002038147464,0.29093002038147464,0,localization,Japan_010833.jpg,D00,D00
97,1,0.43635767698287964,"[451.4081115722656, 440.15301513671875, 589.2378540039062, 471.61309814453125]","[451.4081115722656, 440.15301513671875, 137.82974243164062, 31.4600830078125]",False,,0.0,0.0,2,background_or_unlabeled,Japan_001772.jpg,D10,D20
721,3,0.4363242983818054,"[319.4630432128906, 397.38214111328125, 356.3304748535156, 416.413818359375]","[319.4630432128906, 397.38214111328125, 36.867431640625, 19.03167724609375]",False,,0.1425704894708006,0.1425704894708006,3,localization,Japan_011895.jpg,D40,D40
122,3,0.43625128269195557,"[444.77532958984375, 417.322265625, 471.8902587890625, 435.15728759765625]","[444.77532958984375, 417.322265625, 27.11492919921875, 17.83502197265625]",False,,0.0,0.0,2,background_or_unlabeled,Japan_002228.jpg,D40,D20
755,0,0.4361816942691803,"[224.16709899902344, 473.9545593261719, 389.0805969238281, 571.5380859375]","[224.16709899902344, 473.9545593261719, 164.9134979248047, 97.58352661132812]",False,,0.0,0.8103085076857421,2,class_confusion,Japan_012436.jpg,D00,D20
766,1,0.4358842074871063,"[296.694580078125, 180.67767333984375, 358.83514404296875, 197.78302001953125]","[296.694580078125, 180.67767333984375, 62.14056396484375, 17.1053466796875]",False,,0.0,0.0022490828412660225,2,background_or_unlabeled,Japan_012631.jpg,D10,D20
86,0,0.4358522593975067,"[309.974609375, 455.3458251953125, 404.97235107421875, 596.0885620117188]","[309.974609375, 455.3458251953125, 94.99774169921875, 140.74273681640625]",False,,0.3310697696307024,0.3310697696307024,0,localization,Japan_001625.jpg,D00,D00
174,3,0.43558385968208313,"[281.5549621582031, 559.9308471679688, 365.817138671875, 599.9915161132812]","[281.5549621582031, 559.9308471679688, 84.26217651367188, 40.0606689453125]",False,,0.0,0.0,2,background_or_unlabeled,Japan_002973.jpg,D40,D20
699,2,0.4353574216365814,"[135.1111602783203, 496.46044921875, 364.3016662597656, 599.9207763671875]","[135.1111602783203, 496.46044921875, 229.1905059814453, 103.4603271484375]",False,,0.0,0.0900383253072576,0,background_or_unlabeled,Japan_011637.jpg,D20,D00
265,1,0.4349134862422943,"[0.7973849773406982, 566.4393920898438, 99.43975830078125, 588.88916015625]","[0.7973849773406982, 566.4393920898438, 98.64237332344055, 22.44976806640625]",False,,0.0,0.0,1,background_or_unlabeled,Japan_004260.jpg,D10,D10
134,2,0.4349115192890167,"[5.540156364440918, 483.70477294921875, 599.407470703125, 599.41455078125]","[5.540156364440918, 483.70477294921875, 593.8673143386841, 115.70977783203125]",False,,0.37986188351355016,0.37986188351355016,2,localization,Japan_002419.jpg,D20,D20
542,0,0.4348301589488983,"[42.64950180053711, 549.6925659179688, 166.2942352294922, 600.0873413085938]","[42.64950180053711, 549.6925659179688, 123.64473342895508, 50.394775390625]",False,,0.6016261741198299,0.6016261741198299,0,duplicate,Japan_008976.jpg,D00,D00
271,0,0.43462273478507996,"[118.69358825683594, 15.511787414550781, 249.15164184570312, 257.215576171875]","[118.69358825683594, 15.511787414550781, 130.4580535888672, 241.70378875732422]",False,,0.37604404782208056,0.37604404782208056,0,localization,Japan_004339.jpg,D00,D00
98,0,0.4343993663787842,"[362.4632263183594, 341.0088195800781, 449.2964172363281, 450.3458251953125]","[362.4632263183594, 341.0088195800781, 86.83319091796875, 109.33700561523438]",False,,0.0,0.17490293436105278,2,localization,Japan_001799.jpg,D00,D20
629,0,0.43438541889190674,"[143.5993194580078, 202.10260009765625, 305.8965759277344, 519.8372192382812]","[143.5993194580078, 202.10260009765625, 162.29725646972656, 317.734619140625]",False,,0.1835208179665911,0.1835208179665911,0,localization,Japan_010717.jpg,D00,D00
680,2,0.43437740206718445,"[1.6025304794311523, 345.5550537109375, 187.74322509765625, 456.2895202636719]","[1.6025304794311523, 345.5550537109375, 186.1406946182251, 110.73446655273438]",False,,0.4585858115034827,0.4585858115034827,2,localization,Japan_011424.jpg,D20,D20
443,3,0.4343741834163666,"[0.3282219171524048, 968.0599365234375, 118.48351287841797, 1017.2064208984375]","[0.3282219171524048, 968.0599365234375, 118.15529096126556, 49.146484375]",False,,0.0,0.1481208622027769,2,localization,Japan_007152.jpg,D40,D20
632,2,0.43422266840934753,"[144.5482177734375, 407.0369567871094, 265.9826965332031, 508.6863708496094]","[144.5482177734375, 407.0369567871094, 121.43447875976562, 101.6494140625]",False,,0.09738350050274097,0.09738350050274097,2,background_or_unlabeled,Japan_010784.jpg,D20,D20
371,3,0.43415534496307373,"[528.7249145507812, 384.5445861816406, 598.300537109375, 423.9189758300781]","[528.7249145507812, 384.5445861816406, 69.57562255859375, 39.3743896484375]",False,,0.0,0.0,1,background_or_unlabeled,Japan_006037.jpg,D40,D10
775,0,0.4340119957923889,"[451.96630859375, 370.3655090332031, 544.6165161132812, 429.9686279296875]","[451.96630859375, 370.3655090332031, 92.65020751953125, 59.603118896484375]",False,,0.0,0.0,0,background_or_unlabeled,Japan_012808.jpg,D00,D00
637,0,0.43398746848106384,"[241.1956024169922, 405.33807373046875, 290.5230712890625, 467.81243896484375]","[241.1956024169922, 405.33807373046875, 49.32746887207031, 62.474365234375]",False,,0.30506887277300104,0.30506887277300104,0,localization,Japan_010833.jpg,D00,D00
478,0,0.4339275658130646,"[278.2297668457031, 497.5687255859375, 315.22357177734375, 560.35888671875]","[278.2297668457031, 497.5687255859375, 36.993804931640625, 62.7901611328125]",False,,0.0,0.21442324126036633,2,localization,Japan_007636.jpg,D00,D20
82,0,0.433655709028244,"[412.29937744140625, 86.5174789428711, 529.644287109375, 393.39337158203125]","[412.29937744140625, 86.5174789428711, 117.34490966796875, 306.87589263916016]",False,,0.0,0.1983445939424402,2,localization,Japan_001543.jpg,D00,D20
354,0,0.4333571195602417,"[336.8470458984375, 325.0856628417969, 454.3276672363281, 458.847412109375]","[336.8470458984375, 325.0856628417969, 117.48062133789062, 133.76174926757812]",False,,0.37163334358709416,0.37163334358709416,0,localization,Japan_005685.jpg,D00,D00
119,0,0.43287068605422974,"[156.7018280029297, 442.0478820800781, 198.13963317871094, 476.3891906738281]","[156.7018280029297, 442.0478820800781, 41.43780517578125, 34.34130859375]",False,,0.341138662828128,0.341138662828128,0,localization,Japan_002202.jpg,D00,D00
363,3,0.43284380435943604,"[544.7099609375, 513.3638916015625, 598.0017700195312, 555.3692016601562]","[544.7099609375, 513.3638916015625, 53.29180908203125, 42.00531005859375]",False,,0.0,0.05477789128446952,2,background_or_unlabeled,Japan_005803.jpg,D40,D20
62,2,0.4326249361038208,"[236.7985076904297, 368.3655700683594, 269.0935974121094, 437.0086669921875]","[236.7985076904297, 368.3655700683594, 32.29508972167969, 68.64309692382812]",False,,0.31578845782464166,0.31578845782464166,2,localization,Japan_001157.jpg,D20,D20
135,2,0.43239128589630127,"[251.07919311523438, 427.94232177734375, 311.53485107421875, 461.10809326171875]","[251.07919311523438, 427.94232177734375, 60.455657958984375, 33.165771484375]",False,,0.07849032057685118,0.07849032057685118,2,background_or_unlabeled,Japan_002421.jpg,D20,D20
237,2,0.4323430061340332,"[388.48077392578125, 346.71441650390625, 596.2740478515625, 477.5422668457031]","[388.48077392578125, 346.71441650390625, 207.79327392578125, 130.82785034179688]",False,,0.273127083192318,0.273127083192318,2,localization,Japan_003893.jpg,D20,D20
575,1,0.4322846531867981,"[1.3121724128723145, 569.3348999023438, 94.15703582763672, 594.00634765625]","[1.3121724128723145, 569.3348999023438, 92.8448634147644, 24.67144775390625]",False,,0.0,0.0,0,background_or_unlabeled,Japan_009618.jpg,D10,D00
136,2,0.4319899082183838,"[16.825855255126953, 145.83889770507812, 474.55987548828125, 410.2780456542969]","[16.825855255126953, 145.83889770507812, 457.7340202331543, 264.43914794921875]",False,,0.0,0.08463122533997884,1,background_or_unlabeled,Japan_002440.jpg,D20,D10
213,0,0.43122097849845886,"[496.9248046875, 357.710693359375, 596.6655883789062, 415.7174987792969]","[496.9248046875, 357.710693359375, 99.74078369140625, 58.006805419921875]",False,,0.0,0.0,0,background_or_unlabeled,Japan_003626.jpg,D00,D00
494,2,0.4308604896068573,"[126.02727508544922, 295.5433044433594, 596.5462646484375, 599.4114379882812]","[126.02727508544922, 295.5433044433594, 470.5189895629883, 303.8681335449219]",False,,0.9130685488503006,0.9130685488503006,2,duplicate,Japan_007944.jpg,D20,D20
379,1,0.4308170676231384,"[55.96797561645508, 441.1994323730469, 365.65911865234375, 485.38018798828125]","[55.96797561645508, 441.1994323730469, 309.6911430358887, 44.180755615234375]",False,,0.21852909342811982,0.27012060807725075,2,localization,Japan_006105.jpg,D10,D20
553,0,0.43043336272239685,"[363.2369689941406, 311.4122009277344, 382.0556335449219, 338.69305419921875]","[363.2369689941406, 311.4122009277344, 18.81866455078125, 27.280853271484375]",False,,0.0,0.0,0,background_or_unlabeled,Japan_009221.jpg,D00,D00
158,0,0.4299269914627075,"[215.5414581298828, 330.7170104980469, 233.1082763671875, 370.5240783691406]","[215.5414581298828, 330.7170104980469, 17.566818237304688, 39.80706787109375]",False,,0.3397879134361298,0.3397879134361298,0,localization,Japan_002821.jpg,D00,D00
536,3,0.428324431180954,"[135.8817138671875, 432.6481018066406, 182.9796600341797, 455.159912109375]","[135.8817138671875, 432.6481018066406, 47.09794616699219, 22.511810302734375]",False,,0.43154351352471615,0.43154351352471615,3,localization,Japan_008900.jpg,D40,D40
422,3,0.4282413423061371,"[165.10873413085938, 543.9573364257812, 269.6664733886719, 581.6077270507812]","[165.10873413085938, 543.9573364257812, 104.5577392578125, 37.650390625]",False,,0.3407409316203965,0.3407409316203965,3,localization,Japan_006861.jpg,D40,D40
